,Close,High,Open,Low
0,0.6519465673823588,0.5403483416286717,0.6371728580740814,0.6845981935982675
1,0.6469398148568815,0.5415441169111378,0.6312812267622513,0.6720349462360238
2,0.640740693518511,0.5393362814722213,0.6266664331236411,0.6640864631697502
3,0.6343073617896278,0.5349269926140989,0.6210150368362849,0.6568874512163105
4,0.6281019524750681,0.5299921086739331,0.6152335086562496,0.6503820069072743
5,0.62226356632761,0.5251053008009531,0.609707109578405,0.6444447623668249
6,0.6168261959720551,0.5204566800673553,0.6045227909849282,0.6389828952465362
7,0.6117842737141406,0.516107996871651,0.5997004568689948,0.633944772327627
8,0.6071176051084132,0.5120680195599694,0.5952312317658125,0.6292921242825658
9,0.6028016288246729,0.5083257380468956,0.5910955678349676,0.6249932464413155
10,0.5988113196868476,0.5048635062240561,0.5872710586513517,0.6210203750320298
11,0.5951226282131461,0.5016620572281674,0.5837352772545639,0.6173484465131406
12,0.5917129626879791,0.4987024147485646,0.5804668140431024,0.6139545298215354
13,0.5885612982165169,0.49596657803103067,0.5774456117520035,0.6108175227200601
14,0.5856481447130795,0.49343772685630505,0.5746530253554751,0.6079179569069375
15,0.5829554649167087,0.491100242259708,0.5720717792103591,0.605237852070035
16,0.5804665779250524,0.48893965906646436,0.5696858886986964,0.6027605944781707
17,0.5781660618633307,0.48694259571837223,0.5674805724960847,0.6004708300804074
18,0.5760396606965219,0.4850966790302735,0.5654421654393316,0.5983543677967081
19,0.5740741968221295,0.4833904705434973,0.5635580356044108,0.5963980909572695
20,0.5722574897761447,0.48181339683567187,0.5618165067191843,0.5945898757718984
21,0.5705782808935214,0.4803556844665376,0.5602067860768132,0.5929185160992624
22,0.5690261635924927,0.47900829959536356,0.5587188977584128,0.5913736539610087
23,0.5675915189044545,0.47776289206894856,0.5573436208518847,0.5899457153350802
24,0.5662654558711009,0.476611743702071,0.55607243232383,0.588625850816488
25,0.5650397564478133,0.4755477204568496,0.554897454206204,0.5874058807723317
26,0.5639068245751584,0.4745642282353105,0.5538114047766088,0.5862782446490252
27,0.5628596391041794,0.47365517201539414,0.5528075534321208,0.5852359541167114
